2.661762157752470270e-01,0.000000000000000000e+00,8.084999999999999432e+01,4.775000000000000000e+01,8.616900510204080765e-01,1.915000000000000036e-01
4.593676939199934361e-01,1.000000000000000000e+00,6.420000000000000284e+01,2.585000000000000142e+01,9.392997448979590880e-01,3.579999999999999849e-01
6.400994557139904062e-01,2.000000000000000000e+00,4.575000000000000000e+01,1.175000000000000000e+01,9.697168367346939988e-01,5.425000000000000933e-01
7.123131628137259197e-01,3.000000000000000000e+00,4.025000000000000000e+01,8.349999999999999645e+00,9.776811224489796448e-01,5.975000000000000311e-01
7.472784186640752946e-01,4.000000000000000000e+00,3.379999999999999716e+01,7.849999999999999645e+00,9.803469387755100461e-01,6.620000000000000329e-01
7.712240175625119099e-01,5.000000000000000000e+00,3.235000000000000142e+01,6.049999999999999822e+00,9.822168367346939544e-01,6.765000000000001013e-01
7.839455368991810058e-01,6.000000000000000000e+00,3.200000000000000000e+01,5.500000000000000000e+00,9.842933673469387301e-01,6.800000000000000488e-01
8.049526388847947356e-01,7.000000000000000000e+00,2.825000000000000000e+01,5.099999999999999645e+00,9.847525510204080401e-01,7.175000000000000266e-01
8.125228362853347264e-01,8.000000000000000000e+00,2.905000000000000071e+01,5.000000000000000000e+00,9.867359693877550963e-01,7.095000000000000195e-01
8.165852726439405407e-01,9.000000000000000000e+00,2.710000000000000142e+01,4.700000000000000178e+00,9.863494897959185215e-01,7.290000000000000924e-01
8.325786768716408881e-01,1.000000000000000000e+01,2.300000000000000000e+01,3.799999999999999822e+00,9.879540816326530805e-01,7.700000000000001288e-01
8.398255641534426719e-01,1.100000000000000000e+01,2.255000000000000071e+01,3.750000000000000000e+00,9.877155612244898908e-01,7.744999999999999662e-01
8.480572738157718948e-01,1.200000000000000000e+01,2.160000000000000142e+01,3.500000000000000000e+00,9.888954081632652660e-01,7.840000000000000302e-01
8.394202080640305041e-01,1.300000000000000000e+01,2.194999999999999929e+01,4.099999999999999645e+00,9.883099489795916792e-01,7.804999999999999716e-01
8.358632062939783669e-01,1.400000000000000000e+01,2.314999999999999858e+01,3.250000000000000000e+00,9.885242346938776237e-01,7.685000000000000719e-01
8.471576528473871992e-01,1.500000000000000000e+01,2.255000000000000071e+01,3.299999999999999822e+00,9.887691326530612113e-01,7.744999999999999662e-01
8.466956549234794238e-01,1.600000000000000000e+01,2.164999999999999858e+01,3.100000000000000089e+00,9.899183673469387212e-01,7.834999999999999742e-01
8.492995403865558623e-01,1.700000000000000000e+01,2.205000000000000071e+01,3.500000000000000000e+00,9.889132653061224465e-01,7.794999999999999707e-01
8.489288911680616945e-01,1.800000000000000000e+01,2.160000000000000142e+01,3.450000000000000178e+00,9.890586734693875837e-01,7.840000000000000302e-01
8.567844408864602190e-01,1.900000000000000000e+01,2.069999999999999929e+01,3.049999999999999822e+00,9.898558673469388669e-01,7.929999999999999272e-01
8.560464652705699340e-01,2.000000000000000000e+01,2.114999999999999858e+01,3.450000000000000178e+00,9.891900510204081343e-01,7.885000000000000897e-01
8.503077074836596916e-01,2.100000000000000000e+01,2.110000000000000142e+01,3.399999999999999911e+00,9.889272959183672551e-01,7.889999999999999236e-01
8.449307388756646109e-01,2.200000000000000000e+01,2.235000000000000142e+01,3.549999999999999822e+00,9.885293367346937865e-01,7.765000000000000790e-01
8.496554762446354436e-01,2.300000000000000000e+01,2.100000000000000000e+01,3.250000000000000000e+00,9.888073979591835982e-01,7.900000000000000355e-01
8.518813020791149437e-01,2.400000000000000000e+01,2.039999999999999858e+01,3.750000000000000000e+00,9.892602040816326214e-01,7.960000000000000409e-01
