2.687190700978024371e-01,0.000000000000000000e+00,8.375000000000000000e+01,4.750000000000000000e+01,8.554846938775511056e-01,1.625000000000000056e-01
4.888126134893066577e-01,1.000000000000000000e+00,6.150000000000000000e+01,2.475000000000000000e+01,9.373214285714286387e-01,3.850000000000000089e-01
6.893409038699600533e-01,2.000000000000000000e+00,4.250000000000000000e+01,9.250000000000000000e+00,9.758992346938775153e-01,5.749999999999999556e-01
7.376261871040205031e-01,3.000000000000000000e+00,3.700000000000000000e+01,6.000000000000000000e+00,9.818494897959183509e-01,6.300000000000000044e-01
7.639550792837860316e-01,4.000000000000000000e+00,3.150000000000000000e+01,5.000000000000000000e+00,9.856377551020407690e-01,6.850000000000000533e-01
7.994039151744695149e-01,5.000000000000000000e+00,2.700000000000000000e+01,2.750000000000000000e+00,9.876721938775510079e-01,7.299999999999999822e-01
8.240671199862503737e-01,6.000000000000000000e+00,2.800000000000000000e+01,3.250000000000000000e+00,9.896619897959183509e-01,7.199999999999999734e-01
8.393512503245632583e-01,7.000000000000000000e+00,2.400000000000000000e+01,3.750000000000000000e+00,9.889477040816326836e-01,7.600000000000000089e-01
8.468925934671492906e-01,8.000000000000000000e+00,2.475000000000000000e+01,3.250000000000000000e+00,9.905803571428570820e-01,7.524999999999999467e-01
8.534883564544638590e-01,9.000000000000000000e+00,2.400000000000000000e+01,3.500000000000000000e+00,9.915625000000000133e-01,7.600000000000000089e-01
8.743597580326004648e-01,1.000000000000000000e+01,1.975000000000000000e+01,1.500000000000000000e+00,9.918303571428572774e-01,8.024999999999999911e-01
8.686932512072974566e-01,1.100000000000000000e+01,2.000000000000000000e+01,2.750000000000000000e+00,9.913966836734693366e-01,8.000000000000000444e-01
8.789470515205554113e-01,1.200000000000000000e+01,1.875000000000000000e+01,2.500000000000000000e+00,9.918941326530612557e-01,8.125000000000000000e-01
8.814318871235312658e-01,1.300000000000000000e+01,1.825000000000000000e+01,2.500000000000000000e+00,9.930038265306123657e-01,8.175000000000000044e-01
8.671099102043042794e-01,1.400000000000000000e+01,2.100000000000000000e+01,2.250000000000000000e+00,9.910395408163265030e-01,7.900000000000000355e-01
8.768949192666266601e-01,1.500000000000000000e+01,2.050000000000000000e+01,2.500000000000000000e+00,9.910204081632653095e-01,7.950000000000000400e-01
8.776503005607697583e-01,1.600000000000000000e+01,1.875000000000000000e+01,1.500000000000000000e+00,9.922512755102040893e-01,8.125000000000000000e-01
8.868770721375792698e-01,1.700000000000000000e+01,1.925000000000000000e+01,2.250000000000000000e+00,9.916326530612245005e-01,8.074999999999999956e-01
8.848406635146816024e-01,1.800000000000000000e+01,1.900000000000000000e+01,1.750000000000000000e+00,9.932015306122449205e-01,8.100000000000000533e-01
8.824706970445399534e-01,1.900000000000000000e+01,1.875000000000000000e+01,2.000000000000000000e+00,9.932334183673467987e-01,8.125000000000000000e-01
8.825497654171321482e-01,2.000000000000000000e+01,1.850000000000000000e+01,2.750000000000000000e+00,9.909183673469387221e-01,8.149999999999999467e-01
8.838606592950201124e-01,2.100000000000000000e+01,1.825000000000000000e+01,2.250000000000000000e+00,9.935778061224489477e-01,8.175000000000000044e-01
8.759857630561981301e-01,2.200000000000000000e+01,1.850000000000000000e+01,2.250000000000000000e+00,9.930548469387755484e-01,8.149999999999999467e-01
8.829548679961569668e-01,2.300000000000000000e+01,1.825000000000000000e+01,1.750000000000000000e+00,9.932780612244898055e-01,8.175000000000000044e-01
9.010928644919979913e-01,2.400000000000000000e+01,1.550000000000000000e+01,2.750000000000000000e+00,9.924808673469387443e-01,8.449999999999999734e-01
