2.559381109907743479e-01,0.000000000000000000e+00,8.100000000000000000e+01,5.075000000000000000e+01,8.622704081632651674e-01,1.900000000000000022e-01
4.387446660179301627e-01,1.000000000000000000e+00,6.575000000000000000e+01,2.550000000000000000e+01,9.436415816326529926e-01,3.425000000000000266e-01
6.283683700630269264e-01,2.000000000000000000e+00,4.700000000000000000e+01,1.275000000000000000e+01,9.697130102040817379e-01,5.300000000000000266e-01
6.974197521843917835e-01,3.000000000000000000e+00,3.850000000000000000e+01,8.000000000000000000e+00,9.800956632653060607e-01,6.149999999999999911e-01
7.415277409002304365e-01,4.000000000000000000e+00,3.600000000000000000e+01,8.500000000000000000e+00,9.792665816326530104e-01,6.400000000000000133e-01
7.371938328665254003e-01,5.000000000000000000e+00,3.575000000000000000e+01,6.250000000000000000e+00,9.828890306122447518e-01,6.424999999999999600e-01
7.538919148371320267e-01,6.000000000000000000e+00,3.575000000000000000e+01,5.500000000000000000e+00,9.845408163265305657e-01,6.424999999999999600e-01
8.051606947412039972e-01,7.000000000000000000e+00,2.775000000000000000e+01,4.000000000000000000e+00,9.882653061224491164e-01,7.225000000000000311e-01
7.974644296415039912e-01,8.000000000000000000e+00,3.000000000000000000e+01,3.500000000000000000e+00,9.893112244897959151e-01,6.999999999999999556e-01
7.821954995867081983e-01,9.000000000000000000e+00,3.150000000000000000e+01,5.750000000000000000e+00,9.863073979591837626e-01,6.850000000000000533e-01
8.097362841454663895e-01,1.000000000000000000e+01,2.400000000000000000e+01,3.000000000000000000e+00,9.892155612244899476e-01,7.600000000000000089e-01
8.321712301187857985e-01,1.100000000000000000e+01,2.275000000000000000e+01,2.250000000000000000e+00,9.899489795918370305e-01,7.724999999999999645e-01
8.283730847031769429e-01,1.200000000000000000e+01,2.350000000000000000e+01,4.250000000000000000e+00,9.888137755102041071e-01,7.650000000000000133e-01
8.097561853511252572e-01,1.300000000000000000e+01,2.525000000000000000e+01,4.000000000000000000e+00,9.884247448979591733e-01,7.475000000000000533e-01
8.103723180721482677e-01,1.400000000000000000e+01,2.500000000000000000e+01,3.000000000000000000e+00,9.887818877551021179e-01,7.500000000000000000e-01
8.247422429300690361e-01,1.500000000000000000e+01,2.475000000000000000e+01,3.500000000000000000e+00,9.890624999999999556e-01,7.524999999999999467e-01
8.373510811341602356e-01,1.600000000000000000e+01,2.275000000000000000e+01,2.500000000000000000e+00,9.905867346938775908e-01,7.724999999999999645e-01
8.347432943539146999e-01,1.700000000000000000e+01,2.350000000000000000e+01,2.250000000000000000e+00,9.905293367346940103e-01,7.650000000000000133e-01
8.095662987355535245e-01,1.800000000000000000e+01,2.650000000000000000e+01,3.250000000000000000e+00,9.894196428571427893e-01,7.349999999999999867e-01
8.372564801298858495e-01,1.900000000000000000e+01,2.150000000000000000e+01,2.000000000000000000e+00,9.920089285714286387e-01,7.850000000000000311e-01
8.487424811702788396e-01,2.000000000000000000e+01,2.100000000000000000e+01,2.750000000000000000e+00,9.914477040816326303e-01,7.900000000000000355e-01
8.326604274382204407e-01,2.100000000000000000e+01,2.275000000000000000e+01,3.000000000000000000e+00,9.906696428571428736e-01,7.724999999999999645e-01
8.237752093088540617e-01,2.200000000000000000e+01,2.525000000000000000e+01,2.500000000000000000e+00,9.903762755102040183e-01,7.475000000000000533e-01
8.455904634213819993e-01,2.300000000000000000e+01,2.175000000000000000e+01,2.500000000000000000e+00,9.903188775510204378e-01,7.824999999999999734e-01
8.433040225554058189e-01,2.400000000000000000e+01,2.200000000000000000e+01,2.750000000000000000e+00,9.917283163265305790e-01,7.800000000000000266e-01
